#OTUID	1_s	1229_s	1230_s	1231_s	1237_s	1238_s	1239_s	1241_s	1244_s	1253_s	1255_s	1258_s	1267_s	1268_s	1269_s	1272_s	1281_s	1283_s	1286_s	1295_s	1299_s	1311_s	1312_s	1313_s	1314_s	1317_s	1326_s	1327_s	1328_s	1331_s	1340_s	1341_s	1344_s	1350_s	1354_s	1355_s	1358_s	1368_s	1369_s	1372_s	1373_s	1380_s	1381_s	1405_s	1406_s	1408_s	1409_s	1412_s	1413_s	1414_s	1415_s	1418_s	1427_s	1428_s	1430_s	1445_s	1454_s	1455_s	1458_s	1459_s	1460_s	1468_s	1471_s	1481_s	1482_s	1485_s	1495_s	1496_s	1497_s	1500_s	1509_s	1510_s	1511_s	1514_s	1522_s	1523_s	1526_s	1534_s	1535_s	1538_s	1539_s	1548_s	1549_s	1552_s	1560_s	1564_s	1573_s	1574_s	1577_s	1586_s	1587_s	1588_s	1599_s	1600_s	1603_s	1611_s	1612_s	1614_s	1620_s	1621_s	1626_s	1627_s	1659_s	1660_s	1663_s	1671_s	1672_s	1675_s	1696_s	1700_s	1701_s	1721_s	1722_s	1725_s	1733_s	1737_s	1758_s	1759_s	1762_s	1763_s	1806_s	1807_s	1823_s	1826_s	1843_s	1844_s	1858_s	1860_s	1863_s	1868_s	1869_s	1871_s	1874_s	1908_s	1909_s	1960_s	1995_s	1996_s	1999_s	2_s	2035_s	2053_s	2054_s	2055_s	2058_s	2078_s	2079_s	2082_s	2120_s	2121_s	2152_s	2158_s	2172_s	2173_s	2176_s	2187_s	2188_s	2191_s	2192_s	2194_s	2204_s	2205_s	2209_s	2210_s	2213_s	2218_s	2219_s	2223_s	2224_s	2227_s	2235_s	2239_s	2242_s	2250_s	2254_s	2261_s	2262_s	2265_s	2273_s	2274_s	2277_s	2278_s	2286_s	2287_s	2290_s	2291_s	2292_s	2300_s	2301_s	2304_s	2324_s	2325_s	2328_s	2350_s	2351_s	2354_s	2355_s	2386_s	2387_s	2390_s	2398_s	2399_s	2409_s	2413_s	2415_s	2416_s	2519_s	2524_s	2525_s	2528_s	2583_s	2587_s	2590_s	2609_s	2612_s	2659_s	2662_s	2697_s	2700_s	2780_s	2781_s	2783_s	2784_s	2803_s	2807_s	2810_s	2834_s	2836_s	2839_s	2876_s	2879_s	2908_s	2909_s	2913_s	2928_s	2929_s	2932_s	2953_s	2954_s	2955_s	2967_s	2968_s	2969_s	2972_s	3_s	3014_s	3015_s	3019_s	3022_s	3023_s	3056_s	3057_s	3060_s	3061_s	3098_s	3099_s	3102_s	3109_s	3112_s	3115_s	3124_s	3125_s	3126_s	3129_s	3137_s	3138_s	3141_s	3174_s	3175_s	3178_s	3186_s	3187_s	3190_s	3278_s	3279_s	3282_s	4_s	Negative_s	Positive_s
SH190098.07FU EU343850 refs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH211137.07FU GU721215 reps	0	0	0	0	0	2316	0	1439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	73810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH211242.07FU AY681190 reps	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	769	0	0	0	0	0	0	389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	431	0	0	0	0	0	0	95595	0	0	75942	0	0	0	0	0	0	0	0	0	0	32	0	0	0	24	45	0	0	0	0	0	0	1	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189
SH211661.07FU EU480318 reps	0	41	0	0	0	101	2978	2158	2097	906	0	0	1022	0	0	0	0	22	51	0	0	0	0	16154	0	469	170	196	177	16	1943	0	0	19	0	0	7561	0	0	3772	0	1307	1	0	855	575	0	423	10244	0	0	51	0	0	525	38	0	0	14831	0	837	442	3963	0	8	90	0	6897	0	413	0	0	10992	0	0	0	0	0	0	0	0	0	0	3	0	1220	0	56	1050	0	0	89720	0	0	827	0	0	0	0	0	17	0	0	0	21	0	100	1225	0	0	0	0	0	0	0	0	7143	0	469	0	70000	0	0	3247	0	0	0	0	4065	30274	2033	80	27355	240	0	0	96355	0	0	0	0	0	0	0	0	0	0	42	857	0	46745	0	161	0	61	0	0	0	43049	8	0	7	1299	0	0	0	0	25000	0	0	99	0	0	97	0	0	0	0	0	0	0	0	0	0	0	6857	0	0	0	5316	249	0	21600	21182	0	0	3	0	0	90720	0	0	0	0	28	81	192	55000	0	94	6458	0	125	303	0	1266	0	0	0	0	0	75610	0	0	0	0	0	0	91	0	61542	153	0	0	0	0	0	0	0	0	69847	24699	0	0	0	0	0	0	1852	0	0	0	5579	0	0	0	142	0	0	7595	0	0	0	917	0	0	4212	0	0	0	0	0	0	0	18	0	0	0	0
SH216783.07FU JQ693660 refs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH180865.07FU AJ698049 refs	0	0	0	0	24	0	0	0	0	0	0	0	24	330	0	19	125	0	30765	0	0	0	171	0	0	0	0	0	663	0	0	0	19	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1136	0	2	0	0	0	746	0	0	49	0	0	0	110	0	42	0	123	0	19	0	299	0	381	0	0	0	0	0	0	0	459	0	5	0	0	111	0	0	424	0	0	373	0	0	0	0	176	0	0	0	0	0	204	0	0	0	0	0	120	0	0	767	0	56	0	0	0	0	0	0	0	0	0	0	172	0	0	2871	0	0	0	0	0	0	0	2	448	1598	0	0	0	0	0	0	0	0	0	943	0	0	332	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	174	205	0	0	0	0	0	0	0	0	0	250	0	98119	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	79	0	0	0	0	0	788	0	0	61408	0	0	0	0	0	0	0	0	0	0
SH181234.07FU AB018043 refs	21	81	169	101	3681	101	802	0	6480	1035	0	3131	243	0	0	19	374	8744	5102	2967	66	152	171	5385	58	29	91759	0	0	3230	72927	2959	7483	0	12987	432	65366	319	0	93534	0	66534	1	91554	2564	888	73	14666	264	0	199	96347	3876	27	97957	84994	5172	348	53234	133	4252	0	915	0	0	62703	243	0	1961	0	0	2273	63	201	109	96062	0	12873	5394	110	0	13495	0	10	0	0	126	71508	5612	0	29	0	0	13822	1049	1035	2653	0	0	1	2	0	0	211	0	35	50	223	0	18354	77	45	6877	3230	0	787	0	310	117	160	189	658	2105	1299	815	1818	98770	79	271	0	0	239	0	0	787	41667	0	106	6780	86	0	28399	943	146	0	87422	172	18540	19	480	48568	0	0	21	123	109	4153	0	897	1177	86978	2821	1299	93750	820	97	263	71964	94805	0	93459	0	73964	0	4545	0	0	0	0	0	6	0	0	0	0	571	0	0	143	253	0	0	2400	493	53310	2	7	0	74	260	5	0	479	26	141	323	16657	0	57	281	65	799	94881	50084	104	6329	115	26562	60	33	45763	0	98003	17361	3467	12	0	98654	272	0	0	77	3571	126	0	1053	0	395	513	74879	382	0	86470	0	2540	3226	0	63	1852	0	30624	0	2575	29	66	0	850	199	3448	396	0	2985	465	917	243	0	41031	0	30141	23	40	20	909	7	37	524	0	62	10047
SH181235.07FU KF530457 reps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	38	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
SH181628.07FU AF444469 refs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH182482.07FU AF033438 refs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17139	0	0	0	0	0	0	0	1217	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH212862.07FU JQ246356 reps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH212868.07FU GQ999427 reps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	0	0	0	0	0	0	0	0	0	735	2581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26606	0	0	0	0	0	0	0	0	0	0	0
SH219582.07FU JQ070495 reps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	9153	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	160	0	0	0	0	0	1562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	26447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH085059.07FU FJ196779 refs	0	0	0	0	24	0	0	0	64	0	0	75	0	0	0	0	0	78	153	0	0	0	0	0	0	0	595	0	0	48	1166	22	115	19	0	0	1463	21	0	647	0	1023	0	1091	855	0	0	147	33	0	0	1370	258	0	1459	1023	0	7	577	0	0	0	0	0	0	721	0	0	0	0	0	0	0	2	0	2289	0	292	89	0	0	193	0	0	0	0	0	1061	109	0	0	0	0	253	23	16	214	1	0	0	0	0	0	211	0	0	0	0	0	0	0	0	36	105	0	0	0	0	0	0	0	0	0	649	0	0	1013	0	0	0	0	0	0	0	0	788	0	0	0	0	0	484	0	0	0	1398	0	252	0	12	846	0	0	0	0	3	91	0	0	15	1652	45	0	1667	0	0	0	405	779	0	991	0	1161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	690	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	2247	403	0	0	0	0	0	4	746	0	1737	245	0	0	0	1097	0	0	0	0	0	0	0	0	0	0	0	694	0	0	1183	0	0	0	0	0	0	0	668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	528	0	451	0	0	0	0	0	0	0	0	0	132
SH085061.07FU FJ196778 refs	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	57	0	114	0	0	0	0	0	0	0	101	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	2	0	0	0	0	0	0	0	0	56	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	311	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	198	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	68	0	43	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6797	0	0	40	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	52	0	56	0	0	0	0	0	0	0	0	0	36
SH087963.07FU AY046185 refs singleton	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13140	0	0	0	0	0	0	0	0	0	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH091472.07FU JQ301893 refs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	660	429	0	0	0	0	0	0	0	0	52239	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0
SH092962.07FU AB193591 refs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	322	0	0	0	0	0	0	0	0	0	0	0	0	0	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1274	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	97	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH116191.07FU AF145330 refs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH117088.07FU FJ426996 refs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH120600.07FU FN691446 refs	0	0	0	0	0	0	0	0	0	0	0	0	0	7506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	373	0	0	476	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	917	0	0	0	0	0	0	0	0	0	0	0
